step,phase,action,reward,red_distance,green_distance,alignment,collision,done_reason
67,2,1,-2.1,0.1664602,-1.0,0.0,,
68,2,0,-0.6,0.1709883,-1.0,0.0,,
69,2,1,-0.1,0.16985288,-1.0,0.0,,
70,2,0,-0.6,0.1708391,-1.0,0.0,,
71,2,1,-0.1,0.16834489,-1.0,0.0,,
72,2,0,-0.6,0.16514842,-1.0,0.0,,
73,2,0,-0.6,0.16451444,-1.0,0.0,,
74,2,0,-0.6,0.16510905,-1.0,0.0,,
75,2,2,-0.1,0.17069563,-1.0,0.0,,
76,2,1,-0.1,0.16967322,-1.0,0.0,,
77,2,0,-0.6,0.16451444,-1.0,0.0,,
78,2,2,-0.1,0.16984993,-1.0,0.0,,
79,2,2,0.1,0.16970563,-1.0,0.0,,
80,2,1,-0.1,0.16818145,-1.0,0.0,,
81,2,1,0.1,0.16604818,-1.0,0.0,,
82,2,1,0.1,0.16573775,-1.0,0.0,,
83,2,1,0.1,0.16555966,-1.0,0.0,,
84,2,1,0.1,0.16555966,-1.0,0.0,,
85,2,1,0.1,0.16654429,-1.0,0.0,,
86,2,0,-0.6,0.16509694,-1.0,0.0,,
87,2,2,-0.1,0.16559288,-1.0,0.0,,
88,2,2,0.1,0.16546904,-1.0,0.0,,
89,2,1,-0.1,0.16521502,-1.0,0.0,,
90,2,1,0.1,0.16555966,-1.0,0.0,,
91,2,2,-0.1,0.16477863,-1.0,0.0,,
92,2,0,-0.6,0.16300307,-1.0,0.0,,
93,2,1,-0.1,0.17344163,-1.0,0.0,,
94,2,1,0.1,0.1675858,-1.0,0.0,,
95,2,2,-0.1,0.17149344,-1.0,0.0,,
96,2,0,-20.0,0.164,-1.0,0.0,True,collision
0,1,1,7.817100936174393,0.2525173,-1.0,0.8359375,,
1,1,1,6.976044082641602,0.26057243,-1.0,0.67578125,,
2,1,1,6.044167631864548,0.27507272,-1.0,0.50390625,,
3,1,1,4.824673289060593,0.3002216,-1.0,0.28515625,,
4,1,1,3.8521382749080657,0.32675985,-1.0,0.1171875,,
5,1,0,-0.6,-1.0,-1.0,0.0,,
6,1,0,-0.6,-1.0,-1.0,0.0,,
7,1,1,-0.1,-1.0,-1.0,0.0,,
8,1,0,-0.6,-1.0,-1.0,0.0,,
9,1,0,-0.6,-1.0,-1.0,0.0,,
10,1,1,-0.1,-1.0,-1.0,0.0,,
11,1,1,0.1,-1.0,-1.0,0.0,,
12,1,1,0.1,-1.0,-1.0,0.0,,
13,1,1,0.1,-1.0,-1.0,0.0,,
14,1,1,0.1,-1.0,-1.0,0.0,,
15,1,2,-0.1,-1.0,-1.0,0.0,,
16,1,1,-2.1,-1.0,-1.0,0.0,,
17,1,1,0.1,-1.0,-1.0,0.0,,
18,1,1,0.1,-1.0,-1.0,0.0,,
19,1,2,-0.1,-1.0,-1.0,0.0,,
20,1,1,-2.1,-1.0,-1.0,0.0,,
21,1,1,0.1,-1.0,-1.0,0.0,,
22,1,1,0.1,-1.0,-1.0,0.0,,
23,1,1,0.1,-1.0,-1.0,0.0,,
24,1,2,-0.1,-1.0,-1.0,0.0,,
