step,phase,action,reward,red_distance,green_distance,alignment,collision,done_reason
44,1,0,-20.0,-1.0,-1.0,0.0,True,collision
0,1,1,-0.1,-1.0,-1.0,0.0,,
1,1,1,0.9,-1.0,-1.0,0.0,,
2,1,2,-0.1,-1.0,-1.0,0.0,,
3,1,0,-0.6,-1.0,-1.0,0.0,,
4,1,0,-0.6,-1.0,-1.0,0.0,,
5,1,1,-0.1,-1.0,-1.0,0.0,,
6,1,0,-0.6,-1.0,-1.0,0.0,,
7,1,1,-0.1,-1.0,-1.0,0.0,,
8,1,1,0.9,-1.0,-1.0,0.0,,
9,1,1,0.9,-1.0,-1.0,0.0,,
10,1,1,0.9,-1.0,-1.0,0.0,,
11,1,2,-0.1,-1.0,-1.0,0.0,,
12,1,2,0.9,-1.0,-1.0,0.0,,
13,1,2,0.9,-1.0,-1.0,0.0,,
14,1,0,-0.6,-1.0,-1.0,0.0,,
15,1,1,-0.1,-1.0,-1.0,0.0,,
16,1,2,-0.1,-1.0,-1.0,0.0,,
17,1,1,-1.1,-1.0,-1.0,0.0,,
18,1,0,-0.6,-1.0,-1.0,0.0,,
19,1,1,-0.1,-1.0,-1.0,0.0,,
20,1,2,-0.1,-1.0,-1.0,0.0,,
21,1,0,-0.6,-1.0,-1.0,0.0,,
22,1,2,-0.1,-1.0,-1.0,0.0,,
23,1,1,-0.1,-1.0,-1.0,0.0,,
24,1,2,-1.1,-1.0,-1.0,0.0,,
25,1,0,-0.6,-1.0,-1.0,0.0,,
26,1,0,-0.6,-1.0,-1.0,0.0,,
27,1,1,-0.1,-1.0,-1.0,0.0,,
28,1,2,-0.1,-1.0,-1.0,0.0,,
29,1,2,0.9,-1.0,-1.0,0.0,,
30,1,2,0.9,-1.0,-1.0,0.0,,
31,1,2,0.9,-1.0,-1.0,0.0,,
32,1,1,-0.1,-1.0,-1.0,0.0,,
33,1,0,-0.6,-1.0,-1.0,0.0,,
34,1,2,-0.1,-1.0,-1.0,0.0,,
35,1,0,-0.6,-1.0,-1.0,0.0,,
36,1,0,-0.6,-1.0,-1.0,0.0,,
37,1,1,-0.1,-1.0,-1.0,0.0,,
38,1,1,0.9,-1.0,-1.0,0.0,,
39,1,1,0.9,-1.0,-1.0,0.0,,
40,1,0,-0.6,-1.0,-1.0,0.0,,
41,1,1,-0.1,-1.0,-1.0,0.0,,
42,1,0,-0.6,-1.0,-1.0,0.0,,
43,1,0,-0.6,-1.0,-1.0,0.0,,
44,1,0,-0.6,-1.0,-1.0,0.0,,
45,1,1,-0.1,-1.0,-1.0,0.0,,
46,1,2,-0.1,-1.0,-1.0,0.0,,
47,1,0,-0.6,-1.0,-1.0,0.0,,
48,1,1,-0.1,-1.0,-1.0,0.0,,
49,1,2,-0.1,-1.0,-1.0,0.0,,
50,1,1,-1.1,-1.0,-1.0,0.0,,
51,1,0,-0.6,-1.0,-1.0,0.0,,
52,1,2,-0.1,-1.0,-1.0,0.0,,
53,1,2,0.9,-1.0,-1.0,0.0,,
54,1,0,-0.6,-1.0,-1.0,0.0,,
55,1,1,-0.1,-1.0,-1.0,0.0,,
56,1,0,-0.6,-1.0,-1.0,0.0,,
57,1,0,-0.6,-1.0,-1.0,0.0,,
58,1,2,-0.1,-1.0,-1.0,0.0,,
59,1,2,0.9,-1.0,-1.0,0.0,,
60,1,2,0.9,-1.0,-1.0,0.0,,
61,1,2,0.9,-1.0,-1.0,0.0,,
62,1,1,-0.1,-1.0,-1.0,0.0,,
63,1,1,0.9,-1.0,-1.0,0.0,,
64,1,2,-0.1,-1.0,-1.0,0.0,,
65,1,0,-0.6,-1.0,-1.0,0.0,,
66,1,1,-0.1,-1.0,-1.0,0.0,,
67,1,0,-0.6,-1.0,-1.0,0.0,,
68,1,0,-0.6,-1.0,-1.0,0.0,,
69,1,1,-0.1,-1.0,-1.0,0.0,,
70,1,1,0.9,-1.0,-1.0,0.0,,
71,1,1,0.9,-1.0,-1.0,0.0,,
72,1,1,0.9,-1.0,-1.0,0.0,,
73,1,1,0.9,-1.0,-1.0,0.0,,
74,1,0,-0.6,-1.0,-1.0,0.0,,
75,1,1,-0.1,-1.0,-1.0,0.0,,
76,1,1,0.9,-1.0,-1.0,0.0,,
77,1,1,0.9,-1.0,-1.0,0.0,,
78,1,1,0.9,-1.0,-1.0,0.0,,
79,1,1,0.9,-1.0,-1.0,0.0,,
80,1,1,0.9,-1.0,-1.0,0.0,,
81,1,2,-0.1,-1.0,-1.0,0.0,,
82,1,1,-1.1,-1.0,-1.0,0.0,,
83,1,0,-0.6,-1.0,-1.0,0.0,,
84,1,0,-20.0,-1.0,-1.0,0.0,True,collision
0,1,1,-0.1,-1.0,-1.0,0.0,,
1,1,0,-0.6,-1.0,-1.0,0.0,,
2,1,0,-0.6,-1.0,-1.0,0.0,,
3,1,1,-0.1,-1.0,-1.0,0.0,,
4,1,2,-0.1,-1.0,-1.0,0.0,,
5,1,0,-0.6,-1.0,-1.0,0.0,,
6,1,1,-0.1,-1.0,-1.0,0.0,,
7,1,1,0.9,-1.0,-1.0,0.0,,
8,1,2,-0.1,-1.0,-1.0,0.0,,
9,1,0,-0.6,-1.0,-1.0,0.0,,
10,1,1,-0.1,-1.0,-1.0,0.0,,
11,1,0,-0.6,-1.0,-1.0,0.0,,
12,1,1,-0.1,-1.0,-1.0,0.0,,
13,1,1,0.9,-1.0,-1.0,0.0,,
14,1,1,0.9,-1.0,-1.0,0.0,,
15,1,0,-0.6,-1.0,-1.0,0.0,,
16,1,0,-0.6,-1.0,-1.0,0.0,,
17,1,2,-0.1,-1.0,-1.0,0.0,,
18,1,2,0.9,-1.0,-1.0,0.0,,
19,1,0,-0.6,-1.0,-1.0,0.0,,
20,1,1,-0.1,-1.0,-1.0,0.0,,
21,1,2,-0.1,-1.0,-1.0,0.0,,
22,1,1,-1.1,-1.0,-1.0,0.0,,
23,1,0,-0.6,-1.0,-1.0,0.0,,
24,1,2,-0.1,-1.0,-1.0,0.0,,
25,1,1,-0.1,-1.0,-1.0,0.0,,
26,1,2,-1.1,-1.0,-1.0,0.0,,
27,1,0,-0.6,-1.0,-1.0,0.0,,
28,1,0,-0.6,-1.0,-1.0,0.0,,
29,1,2,-0.1,-1.0,-1.0,0.0,,
30,1,2,0.9,-1.0,-1.0,0.0,,
31,1,2,0.9,-1.0,-1.0,0.0,,
32,1,0,-20.0,-1.0,-1.0,0.0,True,collision
0,1,0,-0.6,-1.0,-1.0,0.0,,
1,1,1,-0.1,-1.0,-1.0,0.0,,
2,1,2,-0.1,-1.0,-1.0,0.0,,
3,1,0,-0.6,-1.0,-1.0,0.0,,
4,1,1,-0.1,-1.0,-1.0,0.0,,
5,1,0,-0.6,-1.0,-1.0,0.0,,
6,1,2,-0.1,-1.0,-1.0,0.0,,
7,1,1,-0.1,-1.0,-1.0,0.0,,
8,1,0,-0.6,-1.0,-1.0,0.0,,
9,1,0,-0.6,-1.0,-1.0,0.0,,
10,1,0,-0.6,-1.0,-1.0,0.0,,
11,1,2,-0.1,-1.0,-1.0,0.0,,
12,1,2,0.9,-1.0,-1.0,0.0,,
13,1,1,-0.1,-1.0,-1.0,0.0,,
14,1,2,-1.1,-1.0,-1.0,0.0,,
15,1,0,-0.6,-1.0,-1.0,0.0,,
16,1,0,-0.6,-1.0,-1.0,0.0,,
17,1,2,-0.1,-1.0,-1.0,0.0,,
18,1,2,0.9,-1.0,-1.0,0.0,,
19,1,2,4.10371225476265,0.4022263,-1.0,0.04296875,,
20,1,2,5.0889999806880954,0.37704375,-1.0,0.21484375,,
21,1,2,6.259068661928177,0.35396752,-1.0,0.42578125,,
22,1,2,7.298239433765412,0.3375396,-1.0,0.6171875,,
23,1,2,8.162230515480042,0.3288039,-1.0,0.78125,,
24,1,1,7.277249658107758,0.33783132,-1.0,0.61328125,,
25,1,0,40.983816587924956,0.37308043,-1.0,0.58984375,,
26,1,0,41.17987250685692,0.32605675,-1.0,0.58203125,,
27,1,0,40.675720477104186,0.36438715,-1.0,0.51953125,,
28,1,2,7.859870606660843,0.31505713,-1.0,0.70703125,,
29,1,2,8.796738201379776,0.3073711,-1.0,0.88671875,,
30,1,1,7.823246085643769,0.31456953,-1.0,0.69921875,,
31,1,1,6.905384922027588,0.32626677,-1.0,0.52734375,,
32,1,0,40.616036558151244,0.32163644,-1.0,0.46484375,,
33,1,1,5.566798710823059,0.343984,-1.0,0.27734375,,
34,1,1,4.542305880784989,0.36919507,-1.0,0.09765625,,
35,1,0,8.231740647554398,0.37271437,-1.0,0.0390625,,
36,1,1,-0.1,-1.0,-1.0,0.0,,
37,1,0,-0.6,-1.0,-1.0,0.0,,
38,1,0,-0.6,-1.0,-1.0,0.0,,
39,1,0,-0.6,-1.0,-1.0,0.0,,
40,1,2,-0.1,-1.0,-1.0,0.0,,
41,1,0,-0.6,-1.0,-1.0,0.0,,
42,1,0,-0.6,-1.0,-1.0,0.0,,
43,1,1,-0.1,-1.0,-1.0,0.0,,
44,1,1,0.9,-1.0,-1.0,0.0,,
45,1,1,0.9,-1.0,-1.0,0.0,,
46,1,1,0.9,-1.0,-1.0,0.0,,
47,1,1,0.9,-1.0,-1.0,0.0,,
48,1,1,0.9,-1.0,-1.0,0.0,,
49,1,0,-0.6,-1.0,-1.0,0.0,,
50,1,0,-0.6,-1.0,-1.0,0.0,,
51,1,2,-0.1,-1.0,-1.0,0.0,,
52,1,0,-0.6,-1.0,-1.0,0.0,,
53,1,1,-0.1,-1.0,-1.0,0.0,,
54,1,2,-0.1,-1.0,-1.0,0.0,,
55,1,2,0.9,-1.0,-1.0,0.0,,
56,1,2,0.9,-1.0,-1.0,0.0,,
57,1,2,0.9,-1.0,-1.0,0.0,,
58,1,2,0.9,-1.0,-1.0,0.0,,
59,1,0,-0.6,-1.0,-1.0,0.0,,
60,1,2,-0.1,-1.0,-1.0,0.0,,
61,1,2,0.9,-1.0,-1.0,0.0,,
62,1,2,0.9,-1.0,-1.0,0.0,,
63,1,0,-0.6,-1.0,-1.0,0.0,,
64,1,0,-0.6,-1.0,-1.0,0.0,,
65,1,1,-0.1,-1.0,-1.0,0.0,,
66,1,0,-0.6,-1.0,-1.0,0.0,,
67,1,2,-0.1,-1.0,-1.0,0.0,,
68,1,1,-0.1,-1.0,-1.0,0.0,,
69,1,2,-1.1,-1.0,-1.0,0.0,,
70,1,2,0.9,-1.0,-1.0,0.0,,
71,1,2,0.9,-1.0,-1.0,0.0,,
72,1,2,0.9,-1.0,-1.0,0.0,,
73,1,2,0.9,-1.0,-1.0,0.0,,
74,1,0,-0.6,-1.0,-1.0,0.0,,
75,1,2,-0.1,-1.0,-1.0,0.0,,
76,1,1,-0.1,-1.0,-1.0,0.0,,
77,1,1,0.9,-1.0,-1.0,0.0,,
78,1,2,-0.1,-1.0,-1.0,0.0,,
79,1,2,0.9,-1.0,-1.0,0.0,,
80,1,1,-0.1,-1.0,-1.0,0.0,,
81,1,2,-1.1,-1.0,-1.0,0.0,,
82,1,2,0.9,-1.0,0.4176805,0.0,,
83,1,2,0.9,-1.0,0.39962482,0.0,,
84,1,0,-0.6,-1.0,0.43048114,0.0,,
85,1,1,-0.1,-1.0,0.41841725,0.0,,
86,1,0,-0.6,-1.0,-1.0,0.0,,
87,1,1,-0.1,-1.0,-1.0,0.0,,
88,1,2,-0.1,-1.0,0.4180012,0.0,,
89,1,0,-0.6,-1.0,-1.0,0.0,,
90,1,2,-0.1,-1.0,0.40757084,0.0,,
91,1,0,-0.6,-1.0,0.40664726,0.0,,
92,1,1,-0.1,-1.0,-1.0,0.0,,
93,1,2,-0.1,-1.0,0.40782595,0.0,,
94,1,2,0.9,-1.0,0.3949544,0.0,,
95,1,2,0.9,-1.0,0.37208602,0.0,,
96,1,2,0.9,-1.0,0.3500757,0.0,,
97,1,2,0.9,-1.0,0.33802366,0.0,,
98,1,2,0.9,-1.0,0.33502388,0.0,,
99,1,2,0.9,-1.0,0.33952466,0.0,,
100,1,2,0.9,-1.0,0.3536241,0.0,,
101,1,2,0.9,-1.0,0.37813357,0.0,,
102,1,1,-0.1,-1.0,0.35499015,0.0,,
103,1,2,-1.1,-1.0,0.37968013,0.0,,
104,1,2,0.9,-1.0,0.4022437,0.0,,
105,1,2,-20.0,-1.0,-1.0,0.0,True,collision
0,1,2,4.893149995803833,0.3966825,-1.0,0.1953125,,
1,1,1,3.907092773914337,0.42201895,-1.0,0.0234375,,
2,1,2,4.933101350069046,0.39650473,-1.0,0.203125,,
3,1,2,6.129185223579407,0.3721317,-1.0,0.41796875,,
4,1,2,7.264966630935669,0.35591292,-1.0,0.62890625,,
5,1,0,40.99844088554382,0.38187432,-1.0,0.6015625,,
6,1,2,8.32644876241684,0.34283525,-1.0,0.828125,,
7,1,1,7.179666721820832,0.35344166,-1.0,0.609375,,
8,1,2,8.346614652872086,0.34270832,-1.0,0.83203125,,
9,1,1,7.179666721820832,0.35344166,-1.0,0.609375,,
10,1,1,5.905213916301728,0.37395722,-1.0,0.375,,
11,1,2,7.216728591918946,0.35384178,-1.0,0.6171875,,
12,1,2,8.407025748491288,0.34234485,-1.0,0.84375,,
13,1,2,8.885618710517884,0.34037626,-1.0,0.9375,,
14,1,2,7.797156983613968,0.3471311,0.41446835,0.7265625,,
15,1,2,6.736982727050782,0.3599472,0.3882744,0.52734375,,
16,1,2,5.5571129560470585,0.3810774,0.36849016,0.3125,,
17,1,2,4.282420986890793,0.4094533,0.35707703,0.0859375,,
18,1,1,5.513411277532578,0.38200524,0.3681956,0.3046875,,
19,1,1,6.69453393816948,0.36062446,0.38742355,0.51953125,,
20,1,0,40.291494929790495,0.390451,0.41620308,0.46875,,
21,1,0,39.90807791948318,0.40463442,0.42888227,0.40625,,
22,1,1,7.2149996101856235,0.35028133,0.41385987,0.61328125,,
23,1,1,8.204663807153702,0.3398485,-1.0,0.80078125,,
24,1,0,41.9187084376812,0.36578956,-1.0,0.76953125,,
25,1,2,7.108177357912064,0.34820828,0.41630396,0.58984375,,
26,1,2,6.131701880693436,0.36381587,0.39318317,0.41015625,,
27,1,2,5.046512895822525,0.38554117,0.37277606,0.21484375,,
28,1,0,8.653227591514588,0.38997948,0.37120613,0.140625,,
29,1,2,3.846164458990097,0.41467336,0.35944957,0.00390625,,
30,1,1,4.685474747419358,0.39134255,0.37417775,0.1484375,,
31,1,2,3.846164458990097,0.41467336,0.35970128,0.00390625,,
32,1,2,0.9,-1.0,0.35201848,0.0,,
33,1,2,0.9,-1.0,0.34900144,0.0,,
34,1,2,0.9,-1.0,0.35143277,0.0,,
35,1,2,0.9,-1.0,0.36021245,0.0,,
36,1,2,0.9,-1.0,0.37685275,0.0,,
37,1,2,0.9,-1.0,0.40217036,0.0,,
38,1,2,0.9,-1.0,0.42083964,0.0,,
39,1,1,-0.1,-1.0,0.4031935,0.0,,
40,1,2,-1.1,-1.0,0.4214131,0.0,,
41,1,0,-0.6,-1.0,0.46097723,0.0,,
42,1,1,-0.1,-1.0,0.40971452,0.0,,
43,1,2,-0.1,-1.0,0.4238514,0.0,,
44,1,0,-0.6,-1.0,-1.0,0.0,,
45,1,1,-0.1,-1.0,0.41241968,0.0,,
46,1,2,-0.1,-1.0,-1.0,0.0,,
47,1,2,0.9,-1.0,-1.0,0.0,,
48,1,2,0.9,-1.0,-1.0,0.0,,
49,1,2,0.9,-1.0,-1.0,0.0,,
50,1,1,-0.1,-1.0,-1.0,0.0,,
51,1,0,-0.6,-1.0,-1.0,0.0,,
52,1,2,-0.1,-1.0,-1.0,0.0,,
53,1,2,0.9,-1.0,-1.0,0.0,,
54,1,2,0.9,-1.0,-1.0,0.0,,
55,1,0,-0.6,-1.0,-1.0,0.0,,
56,1,1,-0.1,-1.0,-1.0,0.0,,
57,1,2,-0.1,-1.0,-1.0,0.0,,
58,1,2,0.9,-1.0,-1.0,0.0,,
59,1,1,-0.1,-1.0,-1.0,0.0,,
60,1,1,0.9,-1.0,-1.0,0.0,,
61,1,1,0.9,-1.0,-1.0,0.0,,
62,1,1,0.9,-1.0,-1.0,0.0,,
63,1,1,0.9,-1.0,-1.0,0.0,,
64,1,1,0.9,-1.0,-1.0,0.0,,
65,1,1,0.9,-1.0,0.41988808,0.0,,
66,1,2,-0.1,-1.0,-1.0,0.0,,
67,1,0,-0.6,-1.0,-1.0,0.0,,
68,1,1,-0.1,-1.0,-1.0,0.0,,
69,1,0,-0.6,-1.0,-1.0,0.0,,
70,1,1,-0.1,-1.0,0.41256878,0.0,,
71,1,0,-0.6,-1.0,0.45042202,0.0,,
72,1,1,-0.1,-1.0,0.39836165,0.0,,
73,1,0,-0.6,-1.0,0.40105984,0.0,,
74,1,1,-0.1,-1.0,0.3775341,0.0,,
75,1,1,0.9,-1.0,0.35481262,0.0,,
76,1,1,0.9,-1.0,0.34162113,0.0,,
77,1,0,-0.6,-1.0,0.33657393,0.0,,
78,1,1,-0.1,-1.0,0.33402395,0.0,,
79,1,1,0.9,-1.0,0.3365858,0.0,,
80,1,1,0.9,-1.0,0.34820828,0.0,,
81,1,1,0.9,-1.0,0.3707425,0.0,,
82,1,1,0.9,-1.0,0.39411926,0.0,,
83,1,1,0.9,-1.0,0.40761256,0.0,,
84,1,1,4.1699388265609745,0.40460598,-1.0,0.05859375,,
85,1,1,5.513653272390366,0.37414435,-1.0,0.296875,,
86,1,2,4.14742540717125,0.40520242,-1.0,0.0546875,,
87,1,1,5.557506048679352,0.3731863,-1.0,0.3046875,,
88,1,1,6.885403805971146,0.34979424,-1.0,0.546875,,
89,1,0,40.508281195163725,0.351,-1.0,0.47265625,,
90,1,1,7.721243017911911,0.33497015,-1.0,0.69921875,,
91,1,1,8.831616306304932,0.32773924,-1.0,0.9140625,,
92,1,0,42.51779502034187,0.36315975,-1.0,0.88671875,,
93,1,0,42.46518855690956,0.3150873,-1.0,0.828125,,
94,1,1,9.18789234161377,0.31507778,-1.0,0.97265625,,
95,1,0,43.07826956510544,0.3330961,-1.0,0.96875,,
96,1,1,8.132873290777207,0.31123784,-1.0,0.7578125,,
97,1,1,6.943474674224854,0.32646132,-1.0,0.53515625,,
98,1,0,40.67292755246162,0.31807074,-1.0,0.47265625,,
99,1,1,5.315932148694992,0.34728232,-1.0,0.23046875,,
100,1,2,6.680961960554123,0.3203701,-1.0,0.4765625,,
101,1,1,5.378850662708283,0.34641737,-1.0,0.2421875,,
102,1,1,4.3191358089447025,0.3747666,-1.0,0.05859375,,
103,1,0,-0.6,-1.0,-1.0,0.0,,
104,1,0,-0.6,-1.0,-1.0,0.0,,
105,1,1,-0.1,-1.0,-1.0,0.0,,
106,1,1,0.9,-1.0,-1.0,0.0,,
107,1,1,0.9,-1.0,-1.0,0.0,,
108,1,1,0.9,-1.0,-1.0,0.0,,
109,1,0,-0.6,-1.0,-1.0,0.0,,
110,1,1,-0.1,-1.0,-1.0,0.0,,
111,1,1,0.9,-1.0,-1.0,0.0,,
112,1,2,-0.1,-1.0,-1.0,0.0,,
113,1,2,0.9,-1.0,-1.0,0.0,,
114,1,2,0.9,-1.0,-1.0,0.0,,
115,1,1,-0.1,-1.0,-1.0,0.0,,
116,1,1,0.9,-1.0,-1.0,0.0,,
117,1,1,0.9,-1.0,-1.0,0.0,,
118,1,1,0.9,-1.0,-1.0,0.0,,
119,1,1,0.9,-1.0,-1.0,0.0,,
120,1,1,0.9,-1.0,-1.0,0.0,,
121,1,1,0.9,-1.0,-1.0,0.0,,
122,1,2,-0.1,-1.0,-1.0,0.0,,
123,1,1,-1.1,-1.0,-1.0,0.0,,
124,1,1,0.9,-1.0,-1.0,0.0,,
125,1,1,0.9,-1.0,-1.0,0.0,,
126,1,1,0.9,-1.0,-1.0,0.0,,
127,1,1,0.9,-1.0,-1.0,0.0,,
128,1,1,0.9,-1.0,-1.0,0.0,,
129,1,1,0.9,-1.0,-1.0,0.0,,
130,1,1,0.9,-1.0,-1.0,0.0,,
131,1,1,0.9,-1.0,-1.0,0.0,,
132,1,2,-0.1,-1.0,-1.0,0.0,,
133,1,1,-1.1,-1.0,-1.0,0.0,,
134,1,1,0.9,-1.0,-1.0,0.0,,
135,1,1,0.9,-1.0,-1.0,0.0,,
136,1,2,-0.1,-1.0,-1.0,0.0,,
137,1,2,0.9,-1.0,-1.0,0.0,,
138,1,1,-0.1,-1.0,-1.0,0.0,,
139,1,0,-0.6,-1.0,-1.0,0.0,,
140,1,0,-0.6,-1.0,-1.0,0.0,,
141,1,0,-0.6,-1.0,-1.0,0.0,,
142,1,2,-0.1,-1.0,-1.0,0.0,,
143,1,1,-0.1,-1.0,-1.0,0.0,,
144,1,2,-1.1,-1.0,-1.0,0.0,,
145,1,2,0.9,-1.0,-1.0,0.0,,
146,1,1,-0.1,-1.0,-1.0,0.0,,
147,1,2,-1.1,-1.0,-1.0,0.0,,
148,1,2,0.9,-1.0,-1.0,0.0,,
149,1,2,0.9,-1.0,-1.0,0.0,,
150,1,2,0.9,-1.0,-1.0,0.0,,
151,1,2,0.9,-1.0,-1.0,0.0,,
152,1,0,-0.6,-1.0,-1.0,0.0,,
153,1,2,-0.1,-1.0,-1.0,0.0,,
154,1,2,0.9,-1.0,-1.0,0.0,,
155,1,0,-0.6,-1.0,-1.0,0.0,,
156,1,2,-0.1,-1.0,-1.0,0.0,,
157,1,0,-0.6,-1.0,-1.0,0.0,,
158,1,2,-0.1,-1.0,-1.0,0.0,,
159,1,2,0.9,-1.0,-1.0,0.0,,
160,1,2,0.9,-1.0,-1.0,0.0,,
161,1,2,0.9,-1.0,-1.0,0.0,,
162,1,0,-0.6,-1.0,-1.0,0.0,,
163,1,2,-0.1,-1.0,-1.0,0.0,,
164,1,2,0.9,-1.0,-1.0,0.0,,
165,1,1,-0.1,-1.0,-1.0,0.0,,
166,1,2,-1.1,-1.0,-1.0,0.0,,
167,1,1,-1.1,-1.0,-1.0,0.0,,
168,1,2,-1.1,-1.0,-1.0,0.0,,
169,1,1,-1.1,-1.0,-1.0,0.0,,
170,1,1,0.9,-1.0,-1.0,0.0,,
171,1,2,-0.1,-1.0,-1.0,0.0,,
172,1,2,0.9,-1.0,-1.0,0.0,,
173,1,1,-0.1,-1.0,-1.0,0.0,,
174,1,0,-0.6,-1.0,-1.0,0.0,,
175,1,2,-0.1,-1.0,-1.0,0.0,,
176,1,1,-0.1,-1.0,-1.0,0.0,,
177,1,1,0.9,-1.0,-1.0,0.0,,
178,1,1,0.9,-1.0,-1.0,0.0,,
179,1,2,-0.1,-1.0,-1.0,0.0,,
180,1,1,-1.1,-1.0,-1.0,0.0,,
181,1,1,0.9,-1.0,-1.0,0.0,,
182,1,1,0.9,-1.0,-1.0,0.0,,
183,1,1,0.9,-1.0,-1.0,0.0,,
184,1,0,-0.6,-1.0,-1.0,0.0,,
185,1,0,-0.6,-1.0,-1.0,0.0,,
186,1,1,-0.1,-1.0,-1.0,0.0,,
187,1,1,0.9,-1.0,-1.0,0.0,,
188,1,1,0.9,-1.0,-1.0,0.0,,
189,1,2,-0.1,-1.0,-1.0,0.0,,
190,1,1,-1.1,-1.0,-1.0,0.0,,
191,1,1,0.9,-1.0,-1.0,0.0,,
192,1,2,-0.1,-1.0,-1.0,0.0,,
193,1,1,-1.1,-1.0,-1.0,0.0,,
194,1,1,0.9,-1.0,-1.0,0.0,,
195,1,2,-0.1,-1.0,-1.0,0.0,,
196,1,1,-1.1,-1.0,-1.0,0.0,,
197,1,1,0.9,-1.0,-1.0,0.0,,
198,1,1,0.9,-1.0,-1.0,0.0,,
199,1,1,0.9,-1.0,-1.0,0.0,,
200,1,0,-0.6,-1.0,-1.0,0.0,,max_steps
0,1,1,-0.1,-1.0,-1.0,0.0,,
1,1,1,0.9,-1.0,-1.0,0.0,,
2,1,1,0.9,-1.0,-1.0,0.0,,
3,1,1,0.9,-1.0,-1.0,0.0,,
4,1,1,0.9,-1.0,-1.0,0.0,,
5,1,1,0.9,-1.0,-1.0,0.0,,
6,1,0,-0.6,-1.0,-1.0,0.0,,
7,1,0,-0.6,-1.0,-1.0,0.0,,
8,1,0,-0.6,-1.0,-1.0,0.0,,
9,1,1,-0.1,-1.0,-1.0,0.0,,
10,1,0,-0.6,-1.0,-1.0,0.0,,
11,1,1,-0.1,-1.0,-1.0,0.0,,
12,1,1,0.9,-1.0,-1.0,0.0,,
13,1,1,0.9,-1.0,-1.0,0.0,,
14,1,1,0.9,-1.0,-1.0,0.0,,
15,1,1,0.9,-1.0,-1.0,0.0,,
16,1,1,0.9,-1.0,-1.0,0.0,,
17,1,1,0.9,-1.0,-1.0,0.0,,
18,1,0,-20.0,-1.0,-1.0,0.0,True,collision
0,1,2,4.893149995803833,0.3966825,-1.0,0.1953125,,
1,1,0,8.345838391780854,0.43973857,-1.0,0.12890625,,
2,1,0,8.236944431066513,0.43026736,-1.0,0.09765625,,
3,1,2,5.648846739530564,0.37835565,-1.0,0.328125,,
4,1,0,9.108915233612061,0.4199357,-1.0,0.26171875,,
5,1,0,8.715213441848755,0.4244573,-1.0,0.1875,,
6,1,2,6.325694584846497,0.36017358,-1.0,0.4453125,,
7,1,1,4.997961038351059,0.38743904,-1.0,0.20703125,,
8,1,2,6.368676239252091,0.35938975,-1.0,0.453125,,
9,1,0,9.95736842751503,0.3869638,-1.0,0.3984375,,
10,1,0,9.515021646022797,0.40121442,-1.0,0.32421875,,
11,1,0,9.58802496790886,0.36317626,-1.0,0.30078125,,
