step,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,green_pixel_count,nearest_area,centroid_x,centroid_y,action,reward,distance_to_lower_center
65,6.435597896575928,6.4387006759643555,52.26601791381836,52.268531799316406,5.844988822937012,5.890783786773682,57.77490997314453,5.92433500289917,0.0,0.0,-1.0,-1.0,0,-1.0,1000
66,6.431301116943359,20.715017318725586,52.28586196899414,52.285987854003906,5.848862171173096,5.893213748931885,58.52622985839844,5.927460670471191,0.0,0.0,-1.0,-1.0,1,-0.02,1000
67,10.293156623840332,25.05742835998535,52.277278900146484,52.276527404785156,5.847050666809082,5.891751289367676,63.5966911315918,5.926299571990967,0.0,0.0,-1.0,-1.0,1,-0.02,1000
68,23.130718231201172,18.15389060974121,52.28510284423828,52.2869758605957,5.848886489868164,5.893487930297852,64.55667877197266,5.9272356033325195,20821.0,20429.0,30.0,185.0,1,1.0,397.49842766984625
69,16.49576759338379,8.680581092834473,53.06861877441406,52.280555725097656,5.847654819488525,5.892496585845947,61.775630950927734,10.636557579040527,9727.0,9356.0,17.0,237.0,0,0.5348673474205677,363.5890537406207
70,6.4340291023254395,6.436440944671631,53.12772750854492,52.27314376831055,5.8463873863220215,5.891291618347168,59.81855010986328,17.576730728149414,377.0,313.0,3.0,359.0,0,0.8936467232206133,296.1840643923977
71,6.431942939758301,6.434635639190674,54.41954040527344,52.282989501953125,11.150484085083008,5.892812252044678,57.74775695800781,5.926901340484619,91097.0,90517.5,126.0,187.0,1,-0.4291406470595358,350.03571246374275
72,6.434574604034424,6.4379563331604,58.29029846191406,52.272300720214844,13.838592529296875,5.891453266143799,57.76877212524414,5.924654483795166,111238.0,110587.5,119.0,227.0,0,0.5415560775641401,316.21827904155066
73,6.480852127075195,6.484034538269043,75.44606018066406,52.09940719604492,20.50923728942871,5.865081787109375,58.0997314453125,12.815683364868164,121622.0,120898.0,118.0,253.0,0,0.42975143897216567,293.47061181658376
74,6.432579517364502,6.435257434844971,146.55050659179688,52.280418395996094,39.843135833740234,5.892446994781494,57.75206756591797,155.59469604492188,120319.0,119567.5,117.0,256.0,0,0.2219004691708131,291.30224853234483
75,6.433554172515869,6.43605375289917,52.27499008178711,52.27500534057617,5.846717834472656,5.891620635986328,57.75794982910156,5.925918102264404,2405.0,2307.0,217.0,146.0,0,-0.07537452845923638,368.0720038253385
76,6.4338483810424805,6.436150550842285,52.27463150024414,52.27387619018555,5.846561431884766,5.891388416290283,57.75936508178711,5.925923824310303,2679.0,2576.0,213.0,147.0,0,0.20553333508489074,367.52414886643845
77,6.431437015533447,6.433987140655518,52.28420639038086,52.28461456298828,5.848594665527344,5.89302921295166,57.74335479736328,5.927221775054932,2971.0,2862.5,209.0,150.0,0,0.22510652664350997,365.03835414925925
78,6.491244316101074,6.494691848754883,52.06009292602539,52.06142807006836,5.801015853881836,5.859351634979248,58.17508316040039,5.89354133605957,3320.0,3205.5,205.0,152.0,0,0.214582377319385,363.5945544146667
79,6.434528827667236,6.437158107757568,52.27094268798828,52.271400451660156,5.845947265625,5.891119956970215,57.76551055908203,5.925271987915039,3741.0,3619.0,201.0,154.0,0,0.2140827687771076,361.2118491965622
80,6.432033538818359,6.434250354766846,52.28292465209961,52.281673431396484,5.848240852355957,5.892523765563965,57.74626922607422,5.927156925201416,4258.0,4128.5,195.0,157.0,0,0.22017475173657022,360.20272070044115
81,6.432082653045654,6.434823036193848,52.281402587890625,52.2823600769043,5.848064422607422,5.892739295959473,57.74863052368164,5.92673397064209,4854.0,4716.0,190.0,161.0,0,0.23082007149394682,357.33737559902687
82,6.432072639465332,6.4345293045043945,52.2822265625,52.282081604003906,5.848136901855469,5.8926167488098145,57.747474670410156,5.926971435546875,5613.0,5465.5,185.0,165.0,0,0.22991633639869172,354.18921496849674
83,6.431584358215332,6.434192180633545,52.284114837646484,52.284603118896484,5.848556041717529,5.893036365509033,57.744651794433594,5.92718505859375,6567.0,6407.0,179.0,169.0,0,0.22679114024212466,351.5366268257121
84,6.431049823760986,6.433713912963867,52.28600311279297,52.286766052246094,5.848971366882324,5.893388271331787,57.74112319946289,5.9274396896362305,7790.0,7616.0,170.0,174.0,0,0.22795035746069586,348.76926470089074
85,6.4344682693481445,6.437915802001953,52.2689208984375,52.27277755737305,5.845722198486328,5.891515254974365,57.768455505371094,5.924656391143799,9380.0,9189.5,161.0,181.0,0,0.24450145166194365,344.363180377926
86,6.433919429779053,6.436920642852783,52.27248001098633,52.274417877197266,5.8462815284729,5.891637802124023,57.762916564941406,5.925300598144531,11474.0,11263.5,150.0,188.0,0,0.23499012095793784,340.898811966249
87,6.43614387512207,6.438268661499023,52.266998291015625,52.26521682739258,5.844796180725098,5.8900299072265625,57.775428771972656,5.924778938293457,14368.0,14134.5,139.0,197.0,0,0.24920747592744064,336.02678464670043
88,6.435279369354248,6.438437461853027,52.266845703125,52.269615173339844,5.845224857330322,5.890998840332031,57.773155212402344,5.924440383911133,18405.0,18141.5,126.0,209.0,0,0.26379468645591997,329.7104790570054
89,6.435357093811035,6.437914848327637,52.267459869384766,55.19453430175781,5.84520149230957,14.752018928527832,57.7711296081543,5.924797058105469,24642.0,24338.5,103.0,224.0,0,0.23628326303934735,326.1180767758819
90,6.431098461151123,6.433738708496094,53.819984436035156,56.42103576660156,10.624236106872559,18.39360237121582,57.74137878417969,10.003870010375977,33279.0,32933.0,77.0,247.0,0,0.26390795520614246,319.79055645844204
91,6.434041976928711,6.436726093292236,56.38657760620117,58.713680267333984,18.26595687866211,25.479326248168945,57.76234436035156,15.844979286193848,36369.0,35983.0,63.0,283.0,0,0.40510745488403016,299.482887658043
92,6.488950252532959,6.492227554321289,59.05179214477539,67.46402740478516,27.93903350830078,44.22190856933594,58.15803527832031,21.627525329589844,33568.0,33143.5,48.0,326.0,0,0.4065332795194598,279.03404810166086
93,6.431265354156494,6.433999538421631,56.6414794921875,59.37155532836914,27.847318649291992,39.701202392578125,57.742733001708984,17.323925018310547,55651.0,55181.5,246.0,291.0,1,0.7038599864039383,221.22612865572637
94,6.432913303375244,6.435695648193359,60.071800231933594,64.38011169433594,63.49907684326172,58.09734344482422,57.75464630126953,24.826004028320312,86335.0,85750.0,246.0,325.0,0,0.5429852925712821,187.21645226849054
95,6.433667182922363,6.436574935913086,94.45753479003906,88.47783660888672,260.5685119628906,93.25787353515625,57.76020812988281,48.173702239990234,131221.0,130517.0,249.0,339.0,0,0.34266884499582373,173.1415605797753
